season,competition_stage,competition,match_status,match_week,home_team,home_team_id,home_managers,away_team_id,away_team,away_managers,stadium_id,referee_id,is_youth,is_international,country_name,season_name,count(DISTINCT match_id)
2019/2020,Regular Season,La Liga,available,30,Sevilla,213,"[{""id"":741,""name"":""Julen Lopetegui Argote"",""nickname"":""Julen Lopetegui"",""dob"":""1966-08-28"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":238,""name"":""Enrique Setién Solar"",""nickname"":""Quique Setién"",""dob"":""1958-09-27"",""country"":{""id"":214,""name"":""Spain""}}]",349,211,false,false,Spain,2019/2020,1
2015/2016,Regular Season,Ligue 1,available,12,Troyes,133,"[{""id"":213,""name"":""Jean-Marc Furlan"",""nickname"":null,""dob"":""1957-11-20"",""country"":{""id"":78,""name"":""France""}}]",137,Lyon,"[{""id"":3796,""name"":""Hubert Fournier"",""nickname"":null,""dob"":""1967-09-03"",""country"":{""id"":78,""name"":""France""}}]",176,91,false,false,France,2015/2016,1
2020/2021,Regular Season,La Liga,available,10,Atlético Madrid,212,"[{""id"":230,""name"":""Diego Pablo Simeone"",""nickname"":""Diego Simeone"",""dob"":""1970-04-28"",""country"":{""id"":11,""name"":""Argentina""}}]",217,Barcelona,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",4654,,false,false,Spain,2020/2021,1
2021/2022,Regular Season,Indian Super league,available,2,East Bengal,7286,"[{""id"":1000817,""name"":""José Manuel Díaz Fernández"",""nickname"":""Manolo Díaz"",""dob"":""1968-08-30"",""country"":{""id"":214,""name"":""Spain""}}]",7282,ATK Mohun Bagan,"[{""id"":1000613,""name"":""Antonio López Habas"",""nickname"":""Antonio López"",""dob"":""1957-05-28"",""country"":{""id"":214,""name"":""Spain""}}]",1000401,1004912,false,false,India,2021/2022,1
2020/2021,Regular Season,FA Women's Super League,available,16,Brighton & Hove Albion WFC,965,"[{""id"":149,""name"":""Hope Patricia Powell"",""nickname"":""Hope Powell"",""dob"":""1966-12-08"",""country"":{""id"":68,""name"":""England""}}]",749,Tottenham Hotspur Women,"[{""id"":5389,""name"":""Rehanne Skinner"",""nickname"":null,""dob"":""1979-11-13"",""country"":{""id"":68,""name"":""England""}}]",4494,893,false,false,England,2020/2021,1
2012/2013,Regular Season,La Liga,available,9,Rayo Vallecano,360,"[{""id"":220,""name"":""Francisco Jémez Martín"",""nickname"":""Paco Jémez"",""dob"":""1970-04-18"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":1001722,""name"":""Francesc Vilanova i Bayo"",""nickname"":""Tito Vilanova"",""dob"":""1969-09-17"",""country"":{""id"":214,""name"":""Spain""}}]",4640,1001,false,false,Spain,2012/2013,1
2015/2016,Regular Season,La Liga,available,20,Real Madrid,220,"[{""id"":56,""name"":""Zinédine Zidane"",""nickname"":null,""dob"":""1972-06-23"",""country"":{""id"":78,""name"":""France""}}]",1041,Sporting Gijón,"[{""id"":187,""name"":""Abelardo Fernández Antuña"",""nickname"":""Abelardo"",""dob"":""1970-04-19"",""country"":{""id"":214,""name"":""Spain""}}]",353,221,false,false,Spain,2015/2016,1
1986/1987,Regular Season,Serie A,available,9,Juventus,224,"[{""id"":1003285,""name"":""Rino Marchesi"",""nickname"":null,""dob"":null,""country"":{""id"":112,""name"":""Italy""}}]",227,Napoli,"[{""id"":1001756,""name"":""Ottavio Bianchi"",""nickname"":null,""dob"":""1943-10-06"",""country"":{""id"":112,""name"":""Italy""}}]",390,1009053,false,false,Italy,1986/1987,1
2021/2022,Regular Season,Indian Super league,available,16,Goa,7288,"[{""id"":1000942,""name"":""Derrick Pereira"",""nickname"":null,""dob"":""1962-03-16"",""country"":{""id"":105,""name"":""India""}}]",7291,Odisha,"[{""id"":1000992,""name"":""Joaquín García"",""nickname"":null,""dob"":null,""country"":{""id"":214,""name"":""Spain""}}]",5810,1004958,false,false,India,2021/2022,1
2023,Group Stage,Women's World Cup,available,1,Zambia Women's,6045,"[{""id"":1000425,""name"":""Bruce Mwape"",""nickname"":null,""dob"":null,""country"":{""id"":253,""name"":""Zambia""}}]",1210,Japan Women's,"[{""id"":1003258,""name"":""Futoshi Ikeda"",""nickname"":null,""dob"":""1970-10-04"",""country"":{""id"":114,""name"":""Japan""}}]",1001342,830,false,true,International,2023,1
2015/2016,Regular Season,Ligue 1,available,7,Angers,145,"[{""id"":301,""name"":""Stéphane Moulin"",""nickname"":null,""dob"":""1967-08-04"",""country"":{""id"":78,""name"":""France""}}]",156,Stade de Reims,"[{""id"":2936,""name"":""Olivier Guégan"",""nickname"":null,""dob"":""1972-08-20"",""country"":{""id"":78,""name"":""France""}}]",153,97,false,false,France,2015/2016,1
2015/2016,Regular Season,Premier League,available,26,AFC Bournemouth,28,"[{""id"":38,""name"":""Eddie Howe"",""nickname"":null,""dob"":""1977-11-29"",""country"":{""id"":68,""name"":""England""}}]",30,Stoke City,"[{""id"":55,""name"":""Mark Hughes"",""nickname"":null,""dob"":""1963-11-01"",""country"":{""id"":249,""name"":""Wales""}}]",71,11,false,false,England,2015/2016,1
2015/2016,Regular Season,Premier League,available,36,Everton,29,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",28,AFC Bournemouth,"[{""id"":38,""name"":""Eddie Howe"",""nickname"":null,""dob"":""1977-11-29"",""country"":{""id"":68,""name"":""England""}}]",12,7,false,false,England,2015/2016,1
2020/2021,Regular Season,La Liga,available,12,Cádiz,552,"[{""id"":1598,""name"":""Álvaro Cervera Díaz"",""nickname"":""Álvaro Cervera"",""dob"":""1965-09-20"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",4662,2470,false,false,Spain,2020/2021,1
2020/2021,Regular Season,FA Women's Super League,available,7,Everton LFC,967,"[{""id"":639,""name"":""Willie Kirk"",""nickname"":null,""dob"":""1978-06-07"",""country"":{""id"":201,""name"":""Scotland""}}]",974,Reading WFC,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",4989,1711,false,false,England,2020/2021,1
2020/2021,Regular Season,FA Women's Super League,available,7,Arsenal WFC,968,"[{""id"":31,""name"":""Joseph Montemurro"",""nickname"":null,""dob"":""1969-09-13"",""country"":{""id"":14,""name"":""Australia""}}]",971,Chelsea FCW,"[{""id"":152,""name"":""Emma Hayes"",""nickname"":null,""dob"":""1976-10-18"",""country"":{""id"":68,""name"":""England""}}]",456,914,false,false,England,2020/2021,1
2018/2019,Regular Season,La Liga,available,28,Real Betis,218,"[{""id"":238,""name"":""Enrique Setién Solar"",""nickname"":""Quique Setién"",""dob"":""1958-09-27"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",352,,false,false,Spain,2018/2019,1
2015/2016,Regular Season,Serie A,available,18,Empoli,290,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",238,Inter Milan,"[{""id"":2997,""name"":""Roberto Mancini"",""nickname"":null,""dob"":""1964-11-27"",""country"":{""id"":112,""name"":""Italy""}}]",621,1940,false,false,Italy,2015/2016,1
2018,Round of 16,FIFA World Cup,available,4,Brazil,781,"[{""id"":547,""name"":""Adenor Leonardo Bacchi"",""nickname"":""Tite"",""dob"":""1961-05-25"",""country"":{""id"":31,""name"":""Brazil""}}]",794,Mexico,"[{""id"":632,""name"":""Juan Carlos Osorio Arbeláez"",""nickname"":""Juan Carlos Osorio"",""dob"":""1961-06-08"",""country"":{""id"":49,""name"":""Colombia""}}]",118023,268,false,true,International,2018,1
2017/2018,Regular Season,La Liga,available,7,Barcelona,217,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",208,Las Palmas,"[{""id"":618,""name"":""Francisco Martín Ayestarán Barandiarán"",""nickname"":""Pako Ayestarán"",""dob"":""1963-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",342,2609,false,false,Spain,2017/2018,1
2015/2016,Regular Season,Serie A,available,1,Hellas Verona,226,"[{""id"":1002096,""name"":""Rafael Márquez Álvarez"",""nickname"":null,""dob"":""1979-02-13"",""country"":{""id"":147,""name"":""Mexico""}},{""id"":4071,""name"":""Andrea Mandorlini"",""nickname"":null,""dob"":""1960-07-17"",""country"":{""id"":112,""name"":""Italy""}}]",229,AS Roma,"[{""id"":265,""name"":""Rudi Garcia"",""nickname"":null,""dob"":""1964-02-20"",""country"":{""id"":78,""name"":""France""}}]",4488,261,false,false,Italy,2015/2016,1
2024,Semi-finals,Copa America,available,5,Uruguay,783,"[{""id"":269,""name"":""Marcelo Alberto Bielsa Caldera"",""nickname"":""Marcelo Bielsa"",""dob"":""1955-07-21"",""country"":{""id"":11,""name"":""Argentina""}}]",769,Colombia,"[{""id"":5905,""name"":""Néstor Gabriel Lorenzo"",""nickname"":null,""dob"":""1966-02-28"",""country"":{""id"":11,""name"":""Argentina""}}]",52985,740,false,true,South America,2024,1
2009/2010,Regular Season,La Liga,available,30,Barcelona,217,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",215,Athletic Club,"[{""id"":497,""name"":""Joaquín de Jesús Caparrós Camino"",""nickname"":""Joaquín Caparrós"",""dob"":""1955-10-15"",""country"":{""id"":214,""name"":""Spain""}}]",342,180,false,false,Spain,2009/2010,1
2015/2016,Regular Season,La Liga,available,22,RC Deportivo La Coruña,219,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",360,Rayo Vallecano,"[{""id"":220,""name"":""Francisco Jémez Martín"",""nickname"":""Paco Jémez"",""dob"":""1970-04-18"",""country"":{""id"":214,""name"":""Spain""}}]",4658,2480,false,false,Spain,2015/2016,1
1970,Group Stage,FIFA World Cup,available,1,Brazil,781,"[{""id"":3609,""name"":""Mário Jorge Lobo Zagallo"",""nickname"":""Mário Zagallo"",""dob"":""1931-08-09"",""country"":{""id"":31,""name"":""Brazil""}}]",17469,Czechoslovakia,"[{""id"":1003276,""name"":""Jozef Marko"",""nickname"":null,""dob"":""1923-05-25"",""country"":{""id"":60,""name"":""Czech Republic""}}]",4828,1892,false,true,International,1970,1
2015/2016,Regular Season,Serie A,available,36,Napoli,227,"[{""id"":388,""name"":""Maurizio Sarri"",""nickname"":null,""dob"":""1959-01-10"",""country"":{""id"":112,""name"":""Italy""}}]",228,Atalanta,"[{""id"":3567,""name"":""Edoardo Reja"",""nickname"":null,""dob"":""1945-10-10"",""country"":{""id"":112,""name"":""Italy""}}]",117450,250,false,false,Italy,2015/2016,1
1997/1998,Apertura,Liga Profesional,available,10,River Plate,1324,"[{""id"":3640,""name"":""Ramón Ángel Díaz"",""nickname"":""Ramón Díaz"",""dob"":""1959-08-29"",""country"":{""id"":11,""name"":""Argentina""}}]",1328,Boca Juniors,"[{""id"":1003273,""name"":""Héctor Rodolfo Veira"",""nickname"":null,""dob"":""1946-05-29"",""country"":{""id"":11,""name"":""Argentina""}}]",4784,,false,false,Argentina,1997/1998,1
2021/2022,Regular Season,Indian Super league,available,11,East Bengal,7286,"[{""id"":1000962,""name"":""Mario Rivera Campesino"",""nickname"":""Mario Rivera"",""dob"":""1977-08-13"",""country"":{""id"":214,""name"":""Spain""}}]",7287,Mumbai City,"[{""id"":1000803,""name"":""Des Buckingham"",""nickname"":null,""dob"":""1985-02-07"",""country"":{""id"":68,""name"":""England""}}]",1000401,1004958,false,false,India,2021/2022,1
2018/2019,Regular Season,FA Women's Super League,available,19,Bristol City WFC,973,"[{""id"":143,""name"":""Tanya Oxtoby"",""nickname"":null,""dob"":""1982-06-15"",""country"":{""id"":14,""name"":""Australia""}}]",974,Reading WFC,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",4055,904,false,false,England,2018/2019,1
2015/2016,Regular Season,La Liga,available,1,RC Deportivo La Coruña,219,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",210,Real Sociedad,"[{""id"":86,""name"":""David Moyes"",""nickname"":null,""dob"":""1963-04-25"",""country"":{""id"":201,""name"":""Scotland""}}]",4658,180,false,false,Spain,2015/2016,1
1990,Round of 16,FIFA World Cup,available,1,Brazil,781,"[{""id"":4747,""name"":""Sebastião Barroso Lazaroni"",""nickname"":""Sebastião Lazaroni"",""dob"":""1950-09-25"",""country"":{""id"":31,""name"":""Brazil""}}]",779,Argentina,"[{""id"":4166,""name"":""Carlos Salvador Bilardo"",""nickname"":""Carlos Bilardo"",""dob"":""1938-03-16"",""country"":{""id"":11,""name"":""Argentina""}}]",98351,1897,false,true,International,1990,1
2024,Semi-finals,Copa America,available,5,Argentina,779,"[{""id"":5677,""name"":""Lionel Sebastián Scaloni"",""nickname"":null,""dob"":""1978-05-16"",""country"":{""id"":11,""name"":""Argentina""}}]",1833,Canada,"[{""id"":165,""name"":""Jesse Marsch"",""nickname"":null,""dob"":""1973-11-08"",""country"":{""id"":241,""name"":""United States of America""}}]",1001990,1776,false,true,South America,2024,1
2015/2016,Regular Season,Ligue 1,available,34,AS Monaco,129,,147,Marseille,,4175,,false,false,France,2015/2016,1
2018/2019,Regular Season,FA Women's Super League,available,19,Birmingham City WFC,969,"[{""id"":1817,""name"":""Marta Tejedor"",""nickname"":null,""dob"":""1968-12-23"",""country"":{""id"":45,""name"":""Chile""}}]",968,Arsenal WFC,"[{""id"":31,""name"":""Joseph Montemurro"",""nickname"":null,""dob"":""1969-09-13"",""country"":{""id"":14,""name"":""Australia""}}]",5332,566,false,false,England,2018/2019,1
2018,Round of 16,FIFA World Cup,available,4,France,771,"[{""id"":545,""name"":""Didier Deschamps"",""nickname"":null,""dob"":""1968-10-15"",""country"":{""id"":78,""name"":""France""}}]",779,Argentina,"[{""id"":637,""name"":""Jorge Luis Sampaoli Moya"",""nickname"":""Jorge Sampaoli"",""dob"":""1960-03-13"",""country"":{""id"":11,""name"":""Argentina""}}]",4258,741,false,true,International,2018,1
2015/2016,Regular Season,Premier League,available,26,Manchester City,36,"[{""id"":733,""name"":""Manuel Luis Pellegrini Ripamonti"",""nickname"":""Manuel Pellegrini"",""dob"":""1953-09-16"",""country"":{""id"":45,""name"":""Chile""}}]",38,Tottenham Hotspur,"[{""id"":81,""name"":""Mauricio Roberto Pochettino Trossero"",""nickname"":""Mauricio Pochettino"",""dob"":""1972-03-02"",""country"":{""id"":11,""name"":""Argentina""}}]",4715,728,false,false,England,2015/2016,1
2015/2016,Regular Season,Premier League,available,27,West Ham United,40,"[{""id"":150,""name"":""Slaven Bilić"",""nickname"":null,""dob"":""1968-09-11"",""country"":{""id"":56,""name"":""Croatia""}}]",41,Sunderland,"[{""id"":561,""name"":""Sam Allardyce"",""nickname"":null,""dob"":""1954-10-19"",""country"":{""id"":68,""name"":""England""}}]",115324,6,false,false,England,2015/2016,1
2024,Final,UEFA Euro,available,7,Spain,772,"[{""id"":5588,""name"":""Luis de la Fuente Castillo"",""nickname"":""Luis de la Fuente"",""dob"":""1961-06-21"",""country"":{""id"":214,""name"":""Spain""}}]",768,England,"[{""id"":277,""name"":""Gareth Southgate"",""nickname"":null,""dob"":""1970-09-03"",""country"":{""id"":68,""name"":""England""}}]",367,79,false,true,Europe,2024,1
2019,Regular Season,Women's World Cup,available,3,China PR Women's,1207,"[{""id"":3955,""name"":""Xiuquan Jia"",""nickname"":""Jia Xiuquan"",""dob"":""1963-11-09"",""country"":{""id"":46,""name"":""China""}}]",863,Spain Women's,"[{""id"":418,""name"":""Jorge Vilda"",""nickname"":null,""dob"":""1981-07-07"",""country"":{""id"":214,""name"":""Spain""}}]",230,,false,true,International,2019,1
2011/2012,Regular Season,La Liga,available,37,Barcelona,217,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",214,Espanyol,"[{""id"":81,""name"":""Mauricio Roberto Pochettino Trossero"",""nickname"":""Mauricio Pochettino"",""dob"":""1972-03-02"",""country"":{""id"":11,""name"":""Argentina""}}]",342,1003,false,false,Spain,2011/2012,1
2018/2019,Regular Season,FA Women's Super League,available,3,Reading WFC,974,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",969,Birmingham City WFC,"[{""id"":128,""name"":""Marc Skinner"",""nickname"":null,""dob"":""1983-03-23"",""country"":{""id"":68,""name"":""England""}}]",577,900,false,false,England,2018/2019,1
2015/2016,Regular Season,Serie A,available,12,Frosinone,291,"[{""id"":3282,""name"":""Roberto Stellone"",""nickname"":null,""dob"":""1977-07-22"",""country"":{""id"":112,""name"":""Italy""}}]",233,Genoa,"[{""id"":402,""name"":""Gian Piero Gasperini"",""nickname"":null,""dob"":""1958-01-26"",""country"":{""id"":112,""name"":""Italy""}}]",1001324,257,false,false,Italy,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,14,Bayern Munich,169,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",173,Hertha Berlin,"[{""id"":51,""name"":""Pál Dárdai"",""nickname"":null,""dob"":""1976-03-16"",""country"":{""id"":103,""name"":""Hungary""}}]",4867,1945,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,36,Saint-Étienne,135,"[{""id"":281,""name"":""Christophe Galtier"",""nickname"":null,""dob"":""1966-08-23"",""country"":{""id"":78,""name"":""France""}}]",130,Toulouse,"[{""id"":433,""name"":""Pascal Dupraz"",""nickname"":null,""dob"":""1962-09-19"",""country"":{""id"":78,""name"":""France""}}]",4810,1948,false,false,France,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,8,Nantes,144,"[{""id"":438,""name"":""Michel Der Zakarian"",""nickname"":null,""dob"":""1963-02-18"",""country"":{""id"":12,""name"":""Armenia""}}]",131,Paris Saint-Germain,"[{""id"":3802,""name"":""Laurent Blanc"",""nickname"":null,""dob"":""1965-11-19"",""country"":{""id"":78,""name"":""France""}}]",161,86,false,false,France,2015/2016,1
2020/2021,Regular Season,FA Women's Super League,available,8,Everton LFC,967,"[{""id"":639,""name"":""Willie Kirk"",""nickname"":null,""dob"":""1978-06-07"",""country"":{""id"":201,""name"":""Scotland""}}]",746,Manchester City WFC,"[{""id"":5115,""name"":""Gareth Taylor"",""nickname"":null,""dob"":""1973-02-25"",""country"":{""id"":249,""name"":""Wales""}}]",4989,893,false,false,England,2020/2021,1
2015/2016,Regular Season,1. Bundesliga,available,3,Wolfsburg,179,"[{""id"":411,""name"":""Dieter Hecking"",""nickname"":null,""dob"":""1964-09-12"",""country"":{""id"":85,""name"":""Germany""}}]",181,Schalke 04,"[{""id"":58,""name"":""André Breitenreiter"",""nickname"":null,""dob"":""1973-10-02"",""country"":{""id"":85,""name"":""Germany""}}]",4849,186,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Serie A,available,22,Napoli,227,"[{""id"":388,""name"":""Maurizio Sarri"",""nickname"":null,""dob"":""1959-01-10"",""country"":{""id"":112,""name"":""Italy""}}]",290,Empoli,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",117450,251,false,false,Italy,2015/2016,1
2021/2022,Regular Season,Indian Super league,available,5,Odisha,7291,"[{""id"":3554,""name"":""Francisco Ramírez González"",""nickname"":""Kiko Ramírez"",""dob"":""1970-07-14"",""country"":{""id"":214,""name"":""Spain""}}]",7285,NorthEast United,"[{""id"":1000616,""name"":""Khalid Ahmed Jamil"",""nickname"":null,""dob"":""1977-04-21"",""country"":{""id"":105,""name"":""India""}}]",1000401,1004958,false,false,India,2021/2022,1
2018,Group Stage,FIFA World Cup,available,1,Poland,789,"[{""id"":542,""name"":""Adam Nawałka"",""nickname"":null,""dob"":""1957-10-23"",""country"":{""id"":182,""name"":""Poland""}}]",787,Senegal,"[{""id"":635,""name"":""Aliou Cissé"",""nickname"":null,""dob"":""1976-03-24"",""country"":{""id"":202,""name"":""Senegal""}}]",4130,176,false,true,International,2018,1
2024,Group Stage,UEFA Euro,available,2,Spain,772,"[{""id"":5588,""name"":""Luis de la Fuente Castillo"",""nickname"":""Luis de la Fuente"",""dob"":""1961-06-21"",""country"":{""id"":214,""name"":""Spain""}}]",914,Italy,"[{""id"":399,""name"":""Luciano Spalletti"",""nickname"":null,""dob"":""1959-03-07"",""country"":{""id"":112,""name"":""Italy""}}]",370,943,false,true,Europe,2024,1
2015/2016,Regular Season,Ligue 1,available,21,Toulouse,130,"[{""id"":1001261,""name"":""Dominique Arribagé"",""nickname"":null,""dob"":""1971-05-11"",""country"":{""id"":78,""name"":""France""}}]",131,Paris Saint-Germain,"[{""id"":3802,""name"":""Laurent Blanc"",""nickname"":null,""dob"":""1965-11-19"",""country"":{""id"":78,""name"":""France""}}]",542,130,false,false,France,2015/2016,1
2004/2005,Final,Champions League,available,1,AC Milan,243,,24,Liverpool,,5666,,false,false,Europe,2004/2005,1
2015/2016,Regular Season,Premier League,available,34,Everton,29,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",25,Southampton,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",12,2,false,false,England,2015/2016,1
2018/2019,Regular Season,FA Women's Super League,available,22,West Ham United LFC,972,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",965,Brighton & Hove Albion WFC,"[{""id"":149,""name"":""Hope Patricia Powell"",""nickname"":""Hope Powell"",""dob"":""1966-12-08"",""country"":{""id"":68,""name"":""England""}}]",4062,893,false,false,England,2018/2019,1
2020/2021,Regular Season,FA Women's Super League,available,3,West Ham United LFC,972,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",974,Reading WFC,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",116891,915,false,false,England,2020/2021,1
2010/2011,Regular Season,La Liga,available,23,Sporting Gijón,1041,"[{""id"":4959,""name"":""Manuel Preciado Rebolledo"",""nickname"":""Manuel Preciado"",""dob"":""1957-08-28"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",4656,1001,false,false,Spain,2010/2011,1
2022,Group Stage,FIFA World Cup,available,1,Belgium,782,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",1833,Canada,"[{""id"":4435,""name"":""John Herdman"",""nickname"":null,""dob"":""1975-07-19"",""country"":{""id"":68,""name"":""England""}}]",1000793,743,false,true,International,2022,1
2019,Regular Season,Women's World Cup,available,3,Italy Women's,855,"[{""id"":4085,""name"":""Milena Bertolini"",""nickname"":null,""dob"":""1966-06-24"",""country"":{""id"":112,""name"":""Italy""}}]",1203,Brazil Women's,"[{""id"":3540,""name"":""Oswaldo Fumeiro Alvarez"",""nickname"":null,""dob"":""1956-08-21"",""country"":{""id"":31,""name"":""Brazil""}}]",231,1638,false,true,International,2019,1
2014/2015,Regular Season,La Liga,available,11,Almería,403,"[{""id"":673,""name"":""Francisco Javier Rodríguez Vílchez"",""nickname"":""Francisco "",""dob"":""1978-06-17"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",4657,221,false,false,Spain,2014/2015,1
2024,Group Stage,UEFA Euro,available,1,Austria,915,"[{""id"":380,""name"":""Ralf Rangnick"",""nickname"":null,""dob"":""1958-06-29"",""country"":{""id"":85,""name"":""Germany""}}]",771,France,"[{""id"":545,""name"":""Didier Deschamps"",""nickname"":null,""dob"":""1968-10-15"",""country"":{""id"":78,""name"":""France""}}]",4866,183,false,true,Europe,2024,1
2015/2016,Regular Season,Serie A,available,25,Empoli,290,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",291,Frosinone,"[{""id"":3282,""name"":""Roberto Stellone"",""nickname"":null,""dob"":""1977-07-22"",""country"":{""id"":112,""name"":""Italy""}}]",621,264,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,33,Angers,145,,160,Gazélec Ajaccio,,153,,false,false,France,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,25,Augsburg,172,"[{""id"":672,""name"":""Markus Weinzierl"",""nickname"":null,""dob"":""1974-12-28"",""country"":{""id"":85,""name"":""Germany""}}]",904,Bayer Leverkusen,"[{""id"":3980,""name"":""Roger Schmidt"",""nickname"":null,""dob"":""1967-03-13"",""country"":{""id"":85,""name"":""Germany""}}]",366,240,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Serie A,available,9,Empoli,290,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",233,Genoa,"[{""id"":402,""name"":""Gian Piero Gasperini"",""nickname"":null,""dob"":""1958-01-26"",""country"":{""id"":112,""name"":""Italy""}}]",621,1940,false,false,Italy,2015/2016,1
2021/2022,Regular Season,Ligue 1,available,9,Rennes,134,"[{""id"":283,""name"":""Bruno Génésio"",""nickname"":null,""dob"":""1966-09-01"",""country"":{""id"":78,""name"":""France""}}]",131,Paris Saint-Germain,"[{""id"":81,""name"":""Mauricio Roberto Pochettino Trossero"",""nickname"":""Mauricio Pochettino"",""dob"":""1972-03-02"",""country"":{""id"":11,""name"":""Argentina""}}]",166,78,false,false,France,2021/2022,1
2015/2016,Regular Season,La Liga,available,33,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",207,Valencia,"[{""id"":618,""name"":""Francisco Martín Ayestarán Barandiarán"",""nickname"":""Pako Ayestarán"",""dob"":""1963-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",342,222,false,false,Spain,2015/2016,1
